"Student.ID","Term.Code","Term.UG.MU.Earned.CrHr","Term.UG.Overall.Earned.CrHr.(MU.and.Non-MU)","Cum.UG.Overall.Earned.CrHr.(MU.and.Non-MU)"
8147889,"202430",3,3,118
8147889,"202510",NA,NA,118
8147889,"202515",NA,NA,118
8147973,"202310",15,30,30
8147973,"202320",15,15,45
8147973,"202410",15,15,60
8147973,"202415",3,3,63
8147973,"202420",18,18,81
8147973,"202510",NA,NA,81
8148045,"202310",10,13,13
8148045,"202320",14,14,27
8148045,"202410",9,9,36
8148045,"202415",0,0,36
8148045,"202420",15,15,51
8148045,"202430",8,8,59
8148045,"202510",NA,NA,59
8148167,"202310",15,21,21
8148167,"202320",15,15,36
8148167,"202410",16,16,52
8148167,"202420",0,12,64
8148167,"202510",NA,NA,64
8148167,"202520",NA,NA,64
8148469,"202310",17,40,40
8148469,"202320",15,15,55
8148469,"202410",18,18,73
8148469,"202415",6,6,79
8148469,"202420",15,15,94
8148469,"202510",NA,NA,94
8148923,"202310",16,19,19
8148923,"202320",13,13,32
8148923,"202410",15,15,47
8148923,"202415",3,3,50
8148923,"202420",15,15,65
8148923,"202510",NA,NA,65
8148923,"202515",NA,NA,65
8148923,"202520",NA,NA,65
8149274,"202310",17,17,17
8149274,"202320",16,16,33
8149274,"202410",16,16,49
8149274,"202420",16,16,65
8149274,"202510",NA,NA,65
8149335,"202310",17,45,45
8149335,"202320",15,15,60
8149335,"202410",15,15,75
8149335,"202420",15,15,90
8149335,"202510",NA,NA,90
8149556,"202310",15,49,49
8149556,"202320",15,15,64
8149556,"202410",16,16,80
8149556,"202420",15,15,95
8149556,"202510",NA,NA,95
8150970,"202310",13,13,13
8150970,"202320",15,15,28
8150970,"202410",13,13,41
8150970,"202420",17,17,58
8150970,"202510",NA,NA,58
8151012,"202310",17,52,52
8151012,"202320",15,15,67
8151012,"202410",15,15,82
8151012,"202420",16,16,98
8151012,"202510",NA,NA,98
8151086,"202310",15,29,29
8151086,"202320",16,16,45
8151086,"202410",12,12,57
8151086,"202420",16,16,73
8151086,"202510",NA,NA,73
8151107,"202310",17,34.6,34.6
8151107,"202315",3,3,37.6
8151107,"202320",15,15,52.6
8151107,"202410",15,15,67.6
8151107,"202415",3,3,70.6
8151107,"202420",16,16,86.6
8151107,"202430",6,6,92.6
8151107,"202510",NA,NA,92.6
8151107,"202520",NA,NA,92.6
8151305,"202310",15,15,15
8151305,"202320",16,16,31
8151305,"202410",15,15,46
8151305,"202420",16,16,62
8151305,"202510",NA,NA,62
8151587,"202310",17,36,36
8151587,"202315",4,4,40
8151587,"202320",16,16,56
8151587,"202410",16,16,72
8151587,"202510",NA,NA,72
8151587,"202515",NA,NA,72
8151654,"202310",16,16,16
8151654,"202320",16,16,32
8151654,"202410",15,15,47
8151654,"202420",17,17,64
8151654,"202510",NA,NA,64
8152069,"202310",15,53,53
8152069,"202320",15,15,68
8152069,"202410",12,12,80
8152069,"202420",15,15,95
8152069,"202510",NA,NA,95
8152289,"202310",12,12,12
8152289,"202315",3,3,15
8152289,"202320",11,11,26
8152289,"202410",15,15,41
8152289,"202420",7,7,48
8152289,"202510",NA,NA,48
8152321,"202310",15,15,15
8152321,"202320",12,12,27
8152321,"202410",17,17,44
8152321,"202420",18,18,62
8152321,"202510",NA,NA,62
8152659,"202310",15,28,28
8152659,"202320",16,16,44
8152659,"202410",16,16,60
8152659,"202420",15,15,75
8152659,"202430",6,6,81
8152659,"202510",NA,NA,81
8152659,"202515",NA,NA,81
8152662,"202310",15,38,38
8152662,"202320",14,14,52
8152662,"202410",15,15,67
8152662,"202420",15,15,82
8152662,"202510",NA,NA,82
8153125,"202310",15,15,15
8153125,"202320",14,14,29
8153125,"202410",15,15,44
8153125,"202420",15,15,59
8153125,"202510",NA,NA,59
8153342,"202310",13,43,43
8153342,"202320",17,17,60
8153342,"202410",14,14,74
8153342,"202420",15,15,89
8153342,"202510",NA,NA,89
8153377,"202310",17,47,47
8153377,"202320",16,16,63
8153377,"202410",18,18,81
8153377,"202420",16,16,97
8153377,"202430",6,6,103
8153377,"202510",NA,NA,103
8153542,"202310",17,45,45
8153542,"202320",16,16,61
8153542,"202410",15,15,76
8153542,"202420",16,16,92
8153542,"202510",NA,NA,92
8154142,"202310",16,16,16
8154142,"202320",15,15,31
8154142,"202410",15,15,46
8154142,"202420",15,15,61
8154142,"202510",NA,NA,61
8154259,"202310",14,24,24
8154259,"202320",10,10,34
8154259,"202410",14,14,48
8154259,"202420",12,12,60
8154259,"202510",NA,NA,60
8154315,"202310",17,32,32
8154315,"202320",16,16,48
8154315,"202410",18,18,66
8154315,"202420",18,18,84
8154315,"202510",NA,NA,84
8154337,"202310",15,15,15
8154337,"202320",16,16,31
8154337,"202410",15,15,46
8154337,"202420",12,12,58
8154337,"202510",NA,NA,58
8154337,"202515",NA,NA,58
8160801,"202310",15,55,55
8160801,"202320",16,16,71
8160801,"202330",3,3,74
8160801,"202410",15,15,89
8160801,"202415",6,6,95
8160801,"202420",15,15,110
8160801,"202510",NA,NA,110
8160820,"202310",15,43,43
8160820,"202320",15,15,58
8160820,"202410",15,15,73
8160820,"202420",15,15,88
8160820,"202510",NA,NA,88
8160820,"202520",NA,NA,88
8161085,"202310",16,70,70
8161085,"202320",15,15,85
8161085,"202410",15,15,100
8161085,"202420",15,15,115
8161085,"202510",NA,NA,115
8161157,"202310",15,53,53
8161157,"202320",14,14,67
8161157,"202410",15,15,82
8161157,"202420",12,12,94
8161157,"202510",NA,NA,94
8161399,"202310",17,20,20
8161399,"202320",15,15,35
8161399,"202330",1,1,36
8161399,"202410",15,15,51
8161399,"202420",15,15,66
8161399,"202510",NA,NA,66
8161399,"202520",NA,NA,66
8161439,"202310",12,21,21
8161439,"202320",12,12,33
8161439,"202410",12,17,50
8161439,"202420",12,12,62
8161439,"202510",NA,NA,62
8161724,"202310",15,73,73
8161724,"202320",15,15,88
8161724,"202410",16,16,104
8161724,"202420",15,15,119
8161724,"202510",NA,NA,119
8161990,"202310",14,21,21
8161990,"202320",16,16,37
8161990,"202410",15,15,52
8161990,"202415",6,6,58
8161990,"202420",15,15,73
8161990,"202510",NA,NA,73
8162016,"202310",15,42,42
8162016,"202320",17,17,59
8162016,"202410",17,17,76
8162016,"202415",0,0,76
8162016,"202420",15,15,91
8162016,"202430",0,0,91
8162016,"202510",NA,NA,91
8162164,"202310",15,29,29
8162164,"202320",20,20,49
8162164,"202410",16,16,65
8162164,"202420",16,16,81
8162164,"202430",0,0,81
8162164,"202510",0,0,81
8162281,"202310",15,54,54
8162281,"202320",15,15,69
8162281,"202410",15,15,84
8162281,"202420",16,16,100
8162281,"202510",NA,NA,100
8162853,"202310",11,17,17
8162853,"202315",3,3,20
8162853,"202320",16,16,36
8162853,"202330",5,5,41
8162853,"202410",16,16,57
8162853,"202415",3,3,60
8162853,"202420",16,16,76
8162853,"202510",NA,NA,76
8162853,"202515",NA,NA,76
8162853,"202520",NA,NA,76
8162901,"202310",17,31,31
8162901,"202315",3,3,34
8162901,"202320",16,16,50
8162901,"202410",17,17,67
8162901,"202420",17,17,84
8162901,"202510",NA,NA,84
8162901,"202520",NA,NA,84
8162906,"202310",15,27,27
8162906,"202320",15,15,42
8162906,"202410",14,14,56
8162906,"202420",15,15,71
8162906,"202430",3,3,74
8162906,"202510",NA,NA,74
8162906,"202515",NA,NA,74
8163008,"202310",15,21,21
8163008,"202320",15,15,36
8163008,"202330",3,3,39
8163008,"202410",15,15,54
8163008,"202415",6,6,60
8163008,"202420",15,15,75
8163008,"202430",3,3,78
8163008,"202510",0,0,78
8163008,"202515",NA,NA,78
8163086,"202310",15,52,52
8163086,"202320",11,11,63
8163086,"202330",3,3,66
8163086,"202410",17,17,83
8163086,"202415",6,6,89
8163086,"202420",12,12,101
8163086,"202430",3,3,104
8163086,"202510",NA,NA,104
8163086,"202520",NA,NA,104
8163102,"202310",15,42,42
8163102,"202320",17,17,59
8163102,"202410",15,15,74
8163102,"202420",15,15,89
8163102,"202510",NA,NA,89
8163147,"202310",15,42,42
8163147,"202320",16,16,58
8163147,"202410",19,19,77
8163147,"202420",15,15,92
8163147,"202510",NA,NA,92
8163195,"202310",16,16,16
8163195,"202315",3,3,19
8163195,"202320",14,14,33
8163195,"202410",16,16,49
8163195,"202415",3,3,52
8163195,"202420",16,16,68
8163195,"202430",0,0,68
8163195,"202510",NA,NA,68
8163195,"202515",NA,NA,68
8163233,"202310",15,34,34
8163233,"202320",15,15,49
8163233,"202410",15,15,64
8163233,"202420",16,16,80
8163233,"202430",6,6,86
8163233,"202510",NA,NA,86
8163250,"202310",17,50,50
8163250,"202320",15,15,65
8163250,"202410",15,15,80
8163250,"202420",15,15,95
8163250,"202510",NA,NA,95
8163402,"202310",14,59,59
8163402,"202320",18,18,77
8163402,"202410",16,16,93
8163402,"202420",16,16,109
8163402,"202430",3,3,112
8163402,"202510",NA,NA,112
8163696,"202310",16,35,35
8163696,"202320",18,18,53
8163696,"202410",17,17,70
8163696,"202420",17,17,87
8163696,"202510",NA,NA,87
8163696,"202515",NA,NA,87
8163731,"202310",16,22,22
8163731,"202320",14,14,36
8163731,"202410",16,16,52
8163731,"202420",15,15,67
8163731,"202430",6,6,73
8163731,"202510",NA,NA,73
8163731,"202515",NA,NA,73
8163855,"202310",15,52,52
8163855,"202320",17,17,69
8163855,"202330",6,6,75
8163855,"202410",15,15,90
8163855,"202420",15,15,105
8163855,"202430",3,3,108
8163855,"202510",NA,NA,108
8163855,"202515",NA,NA,108
8163855,"202520",NA,NA,108
8163909,"202310",15,21,21
8163909,"202320",14,14,35
8163909,"202410",14,14,49
8163909,"202420",18,18,67
8163909,"202510",NA,NA,67
8164025,"202310",15,28,28
8164025,"202320",16,16,44
8164025,"202410",15,15,59
8164025,"202420",16,16,75
8164025,"202510",NA,NA,75
8164180,"202310",16,16,16
8164180,"202320",11,11,27
8164180,"202410",15,15,42
8164180,"202420",15,15,57
8164180,"202510",NA,NA,57
8164296,"202310",16,100,100
8164296,"202320",9,9,109
8164296,"202410",15,15,124
8164296,"202420",15,15,139
8164296,"202510",NA,NA,139
8164571,"202310",15,22,22
8164571,"202320",13,13,35
8164571,"202410",15,15,50
8164571,"202420",15,15,65
8164571,"202510",NA,NA,65
8164571,"202515",NA,NA,65
8164571,"202520",NA,NA,65
8164864,"202310",15,44,44
8164864,"202320",13,13,57
8164864,"202410",17,17,74
8164864,"202420",18,18,92
8164864,"202510",NA,NA,92
8164883,"202310",16,31,31
8164883,"202320",16,16,47
8164883,"202410",15,15,62
8164883,"202420",16,16,78
8164883,"202510",NA,NA,78
8164912,"202310",13,13,13
8164912,"202315",6,6,19
8164912,"202320",8,8,27
8164912,"202410",15,15,42
8164912,"202420",13,13,55
8164912,"202510",NA,NA,55
8165255,"202310",16,16,16
8165255,"202320",14,14,30
8165255,"202410",15,15,45
8165255,"202420",12,12,57
8165255,"202510",0,0,57
8165255,"202515",NA,NA,57
8165872,"202310",15,66,66
8165872,"202315",3,3,69
8165872,"202320",13,13,82
8165872,"202330",6,6,88
8165872,"202410",15,15,103
8165872,"202415",2,2,105
8165872,"202420",12,12,117
8165872,"202430",3,3,120
8165872,"202510",NA,NA,120
8165872,"202515",NA,NA,120
8165872,"202520",NA,NA,120
8166070,"202310",17,81,81
8166070,"202320",18,18,99
8166070,"202410",21,21,120
8166070,"202420",19,19,139
8166070,"202510",NA,NA,139
8166091,"202310",15,15,15
8166091,"202320",17,17,32
8166091,"202410",18,18,50
8166091,"202420",15,15,65
8166091,"202510",NA,NA,65
8166091,"202520",NA,NA,65
8166116,"202310",15,15,15
8166116,"202320",15,15,30
8166116,"202410",12,12,42
8166116,"202420",16,16,58
8166116,"202510",NA,NA,58
8166267,"202310",13,35,35
8166267,"202315",2,2,37
8166267,"202320",16,16,53
8166267,"202410",13,13,66
8166267,"202415",3,3,69
8166267,"202420",13,13,82
8166267,"202510",NA,NA,82
8166844,"202310",16,39,39
8166844,"202320",16,16,55
8166844,"202410",15,15,70
8166844,"202420",16.5,16.5,86.5
8166844,"202510",NA,NA,86.5
8166844,"202515",NA,NA,86.5
8166978,"202310",12,52,52
8166978,"202320",15,15,67
8166978,"202410",16,16,83
8166978,"202415",3,3,86
8166978,"202420",15,15,101
8166978,"202510",NA,NA,101
8167256,"202310",16,27,27
8167256,"202320",14,14,41
8167256,"202410",16,16,57
8167256,"202420",14,14,71
8167256,"202510",NA,NA,71
8167256,"202515",NA,NA,71
8167504,"202310",15,27,27
8167504,"202320",15,15,42
8167504,"202330",6,6,48
8167504,"202410",12,12,60
8167504,"202420",12,12,72
8167504,"202430",3,3,75
8167504,"202510",NA,NA,75
8167563,"202310",15,15,15
8167563,"202320",15,15,30
8167563,"202410",15,15,45
8167563,"202420",12,12,57
8167563,"202510",NA,NA,57
8167567,"202310",15,15,15
8167567,"202320",12,12,27
8167567,"202410",15,15,42
8167567,"202420",15,15,57
8167567,"202510",NA,NA,57
8167996,"202310",14,18,18
8167996,"202320",16,16,34
8167996,"202410",15,15,49
8167996,"202420",15,15,64
8167996,"202510",NA,NA,64
8168302,"202310",15,45,45
8168302,"202320",15,15,60
8168302,"202330",1,1,61
8168302,"202410",16,16,77
8168302,"202420",15,15,92
8168302,"202510",NA,NA,92
8168593,"202310",15,50,50
8168593,"202320",15,15,65
8168593,"202410",15,15,80
8168593,"202420",15,15,95
8168593,"202510",NA,NA,95
8168703,"202310",15,15,15
8168703,"202320",15,15,30
8168703,"202410",16,16,46
8168703,"202420",15,15,61
8168703,"202430",3,3,64
8168703,"202510",NA,NA,64
8168751,"202310",9,9,9
8168751,"202320",8,8,17
8168751,"202330",6,6,23
8168751,"202410",13,13,36
8168751,"202420",10,10,46
8168751,"202510",0,0,46
8169012,"202310",0,0,0
8169051,"202310",12,32,32
8169051,"202320",15,15,47
8169051,"202330",2,2,49
8169051,"202410",15,15,64
8169051,"202415",3,3,67
8169051,"202420",15,15,82
8169051,"202510",NA,NA,82
8169051,"202515",NA,NA,82
8171318,"202310",16,27,27
8171318,"202320",14,14,41
8171318,"202410",15,15,56
8171318,"202420",14,14,70
8171318,"202510",NA,NA,70
8171610,"202310",17,17,17
8171610,"202320",15,15,32
8171610,"202410",15,15,47
8171610,"202415",6,6,53
8171610,"202420",16,16,69
8171610,"202430",5,5,74
8171610,"202510",NA,NA,74
8171610,"202520",NA,NA,74
8174326,"202210",5,5,5
8174326,"202220",3,3,8
8174326,"202310",6,6,14
8174326,"202320",6,6,20
8174326,"202410",12,12,32
8174326,"202420",18,18,50
8174326,"202510",0,0,50
8176990,"202210",17,17,17
8176990,"202220",14,14,31
8176990,"202310",15,15,46
8176990,"202315",3,3,49
8176990,"202320",14,14,63
8176990,"202330",9,9,72
8176990,"202410",16,16,88
8176990,"202415",6,6,94
8176990,"202420",16,16,110
8176990,"202430",1,1,111
8176990,"202510",NA,NA,111
8176990,"202515",NA,NA,111
8177425,"202210",15,27,27
8177425,"202220",0,0,27
8178743,"202210",15,18,18
8178743,"202220",16,16,34
8178743,"202310",15,15,49
8178743,"202320",18,18,67
8178743,"202410",15,15,82
8178743,"202420",15,15,97
8178743,"202510",NA,NA,97
8178847,"202210",16,16,16
8178847,"202220",15,15,31
8178847,"202310",15,15,46
8178847,"202320",12,12,58
8178847,"202410",9,9,67
8178847,"202420",9,9,76
8178847,"202510",0,0,76
8181140,"202210",17,17,17
8181140,"202220",18,18,35
8181140,"202310",18,18,53
8181140,"202320",17,17,70
8181140,"202410",18,18,88
8181140,"202420",15,15,103
8181140,"202510",NA,NA,103
8181775,"202210",17,29,29
8181775,"202220",16,16,45
8181775,"202230",3,3,48
8181775,"202310",15,15,63
8181775,"202315",3,3,66
8181775,"202320",15,15,81
8181775,"202330",3,3,84
8181775,"202410",9,9,93
8181775,"202415",3,3,96
8181775,"202420",12,12,108
8181775,"202430",3,3,111
8181775,"202510",NA,NA,111
8181775,"202515",NA,NA,111
8181895,"202210",12,27,27
8181895,"202215",3,3,30
8181895,"202220",15,15,45
8181895,"202310",15,15,60
8181895,"202320",14,14,74
8181895,"202410",15,15,89
8181895,"202420",15,15,104
8181895,"202510",NA,NA,104
8181895,"202520",NA,NA,104
8182276,"202210",17,26,26
8182276,"202220",17,17,43
8182276,"202230",3,3,46
8182276,"202310",16,16,62
8182276,"202320",15,15,77
8182276,"202330",3,3,80
8182276,"202410",17,17,97
8182276,"202415",3,3,100
8182276,"202420",16,16,116
8182276,"202430",3,3,119
8182276,"202510",0,0,119
8182483,"202210",14,53,53
8182483,"202220",15,15,68
8182483,"202310",15,15,83
8182483,"202320",15,15,98
8182483,"202410",16,16,114
8182483,"202420",15,15,129
8182483,"202510",NA,NA,129
8183119,"202210",12,12,12
8183119,"202215",3,3,15
8183119,"202220",14,14,29
8183119,"202310",15,15,44
8183119,"202320",15,15,59
8183119,"202330",6,11,70
8183119,"202410",16,16,86
8183119,"202420",18,18,104
8183119,"202510",NA,NA,104
8183119,"202520",NA,NA,104
8183242,"202210",5,5,5
8183242,"202220",16,16,21
8183242,"202310",17,17,38
8183242,"202320",13,13,51
8183242,"202410",12,12,63
8183242,"202420",15,15,78
8183242,"202510",NA,NA,78
8183371,"202210",17,64,64
8183371,"202220",16,16,80
8183371,"202310",15,15,95
8183371,"202320",15,15,110
8183371,"202410",18,18,128
8183371,"202420",15,15,143
8183371,"202510",NA,NA,143
8183546,"202210",16,20,20
8183546,"202220",14,14,34
8183549,"202210",15,47,47
8183549,"202220",15,15,62
8183549,"202310",15,15,77
8183549,"202315",3,3,80
8183549,"202320",0,0,80
8183549,"202410",0,0,80
8183549,"202510",NA,NA,80
8183672,"202210",14,63,63
8183672,"202220",16,16,79
8183672,"202310",14,14,93
8183672,"202320",15,15,108
8183672,"202410",17,17,125
8183672,"202415",3,3,128
8183672,"202420",15,15,143
8183672,"202510",NA,NA,143
8184225,"202210",16,37,37
8184225,"202220",15,15,52
8184225,"202310",18,18,70
8184225,"202315",4,4,74
8184225,"202320",15,15,89
8184225,"202410",15,15,104
8184225,"202420",12,12,116
8184225,"202510",NA,NA,116
8184292,"202210",0,0,0
8184322,"202210",11,11,11
8184322,"202220",6,6,17
8184322,"202310",0,0,17
8184369,"202210",15,28,28
8184369,"202220",17,17,45
8184369,"202310",15,15,60
8184369,"202320",18,18,78
8184369,"202410",15,15,93
8184369,"202420",15,15,108
8184369,"202510",NA,NA,108
8185177,"202210",14,14,14
8185177,"202220",16,16,30
8185177,"202230",3,3,33
8185177,"202310",12,12,45
8185177,"202320",13,13,58
8185177,"202410",15,15,73
8185177,"202420",15,15,88
8185177,"202510",NA,NA,88
8185334,"202210",17,48,48
8185334,"202220",15,15,63
8185334,"202310",16,16,79
8185334,"202320",15,15,94
8185334,"202410",18,18,112
8185334,"202420",18,18,130
8185334,"202510",3,3,133
8185381,"202210",17,34,34
8185381,"202220",16,16,50
8185381,"202310",17,17,67
8185381,"202320",15,15,82
8185381,"202410",12,12,94
8185381,"202420",16,16,110
8185381,"202510",NA,NA,110
8185825,"202210",14,33,33
8185825,"202220",17,17,50
8185825,"202230",3,6,56
8185825,"202310",15,15,71
8185825,"202320",13,13,84
8185825,"202330",3,3,87
8185825,"202410",15,15,102
8185825,"202420",15,15,117
8185825,"202510",NA,NA,117
8185825,"202515",NA,NA,117
8186192,"202210",16,39,39
8186192,"202220",15,15,54
8186192,"202310",16,16,70
8186192,"202320",19,19,89
8186192,"202410",16,16,105
8186192,"202415",6,6,111
8186192,"202420",18,18,129
8186192,"202510",NA,NA,129
8186376,"202210",16,47,47
8186376,"202220",12,12,59
8186376,"202310",15,15,74
8186376,"202320",16,16,90
8186376,"202410",15,15,105
8186376,"202420",16,16,121
8186376,"202510",NA,NA,121
8186466,"202210",17,32,32
8186466,"202220",16,16,48
8186466,"202310",15,15,63
8186466,"202320",15,15,78
8186466,"202410",15,15,93
8186466,"202420",15,15,108
8186466,"202510",NA,NA,108
8186627,"202210",16,16,16
8186627,"202220",9,9,25
8186627,"202230",3,3,28
8186627,"202310",16,16,44
8186627,"202320",14,14,58
8186627,"202410",9,9,67
8186627,"202420",0,0,67
8186627,"202510",NA,NA,67
8187393,"202210",15,24,24
8187393,"202220",16,16,40
8187393,"202310",12,12,52
8187393,"202320",15,15,67
8187393,"202410",18,18,85
8187393,"202420",15,15,100
8187393,"202510",NA,NA,100
8187393,"202515",NA,NA,100
8187578,"202210",17,42,42
8187578,"202220",16,16,58
8187578,"202310",15,15,73
8187578,"202320",15,15,88
8187578,"202410",16,16,104
8187578,"202420",17,17,121
8187578,"202510",NA,NA,121
8187727,"202210",11.5,11.5,11.5
8187727,"202220",13,13,24.5
8187727,"202310",14,14,38.5
8187727,"202320",13,13,51.5
8187727,"202410",13,13,64.5
8187727,"202420",16,16,80.5
8187727,"202430",9,9,89.5
8187727,"202510",NA,NA,89.5
8187727,"202515",NA,NA,89.5
8187727,"202520",NA,NA,89.5
8188147,"202210",13,13,13
8188147,"202220",0,0,13
8188147,"202310",6,6,19
8188147,"202320",14,14,33
8188147,"202410",9,9,42
8188147,"202420",15,15,57
8188147,"202510",0,0,57
8188159,"202210",17,42,42
8188159,"202220",15,15,57
8188159,"202310",16,16,73
8188159,"202320",17,17,90
8188159,"202410",15,15,105
8188159,"202420",15,15,120
8188159,"202510",NA,NA,120
8188216,"202210",15.5,35.5,35.5
8188216,"202220",16,16,51.5
8188216,"202310",15,15,66.5
8188216,"202320",15,15,81.5
8188216,"202410",16,16,97.5
8188216,"202415",6,6,103.5
8188216,"202420",14,14,117.5
8188216,"202510",NA,NA,117.5
8188286,"202310",14,42,42
8188286,"202320",16,16,58
8188286,"202410",14,14,72
8188286,"202420",14,14,86
8188286,"202510",NA,NA,86
8188286,"202515",NA,NA,86
8188376,"202210",17,36,36
8188376,"202220",16,16,52
8188376,"202230",3,10,62
8188376,"202310",16,16,78
8188376,"202315",6,6,84
8188376,"202320",15,15,99
8188376,"202330",3,6,105
8188376,"202410",15,15,120
8188376,"202415",6,6,126
8188376,"202420",15,15,141
8188376,"202510",NA,NA,141
8188376,"202520",NA,NA,141
8188396,"202210",14,37,37
8188396,"202215",3,3,40
8188396,"202220",13,13,53
8188396,"202310",9,9,62
8188396,"202315",3,3,65
8188396,"202320",15,15,80
8188396,"202330",6,6,86
8188396,"202410",15,15,101
8188396,"202415",3,3,104
8188396,"202420",12,12,116
8188396,"202510",NA,NA,116
8188396,"202515",NA,NA,116
8189088,"202210",15,32,32
8189088,"202220",17,17,49
8189088,"202310",16,16,65
8189088,"202320",15,15,80
8189088,"202410",16,16,96
8189088,"202415",3,3,99
8189088,"202420",15,15,114
8189088,"202510",NA,NA,114
8189088,"202515",NA,NA,114
8189159,"202210",16,16,16
8189159,"202220",15,15,31
8189159,"202310",14,14,45
8189159,"202320",15,15,60
8189159,"202410",13,13,73
8189159,"202415",3,3,76
8189159,"202420",15,15,91
8189159,"202510",NA,NA,91
8189159,"202515",NA,NA,91
8189574,"202210",12,12,12
8189574,"202220",15,15,27
8189574,"202310",15,15,42
8189574,"202320",16,16,58
8189574,"202410",0,15,73
8189574,"202420",15,15,88
8189574,"202510",NA,NA,88
8189686,"202210",15,37,37
8189686,"202220",16,16,53
8189686,"202310",16,16,69
8189686,"202320",15,15,84
8189686,"202410",15,15,99
8189686,"202415",6,6,105
8189686,"202420",15,15,120
8189686,"202510",NA,NA,120
8189730,"202210",14,22,22
8189730,"202220",13,13,35
8189730,"202230",3,3,38
8189730,"202310",17,17,55
8189730,"202315",3,3,58
8189730,"202320",18,18,76
8189730,"202330",9,9,85
8189730,"202410",13,13,98
8189730,"202415",6,6,104
8189730,"202420",0,12,116
8189730,"202430",3,3,119
8189730,"202510",NA,NA,119
8189730,"202515",NA,NA,119
8189864,"202210",14,23,23
8189864,"202220",16,16,39
8189864,"202310",13,13,52
8189864,"202320",15,15,67
8189864,"202410",12,12,79
8189864,"202420",15,15,94
8189864,"202510",NA,NA,94
8189864,"202515",NA,NA,94
8189891,"202210",17,48,48
8189891,"202220",0,13,NA
8189891,"202310",12,12,73
8189891,"202320",12,12,85
8189891,"202410",15,15,100
8189891,"202420",12,12,112
8189891,"202510",NA,NA,112
8189891,"202515",NA,NA,112
8190065,"202210",17,51,51
8190065,"202215",3,3,54
8190065,"202220",13,13,67
8190065,"202310",16,16,83
8190065,"202320",15,15,98
8190065,"202410",12,12,110
8190065,"202420",12,12,122
8190065,"202510",NA,NA,122
8190111,"202210",17,23,23
8190111,"202220",13,13,36
8190111,"202310",17,17,53
8190111,"202320",16,16,69
8190111,"202410",12,12,81
8190111,"202420",14,14,95
8190111,"202510",NA,NA,95
8190111,"202515",NA,NA,95
8190111,"202520",NA,NA,95
8190575,"202210",17,33,33
8190575,"202220",15,15,48
8190575,"202310",15,15,63
8190575,"202320",16,16,79
8190575,"202410",15,15,94
8190575,"202420",12,12,106
8190575,"202510",NA,NA,106
8190708,"202210",15,58,58
8190708,"202220",15,15,73
8190708,"202310",16,16,89
8190708,"202320",13,13,102
8190708,"202410",15,15,117
8190708,"202415",6,6,123
8190708,"202420",6,6,129
8190708,"202510",NA,NA,129
8190918,"202210",12,12,12
8190918,"202220",13,13,25
8191039,"202210",15,15,15
8191039,"202220",9,9,24
8191039,"202310",12,12,36
8191039,"202315",3,3,39
8191039,"202320",12,12,51
8191039,"202410",10,10,61
8191039,"202420",6,6,67
8191039,"202430",6,6,73
8191039,"202510",NA,NA,73
8191163,"202210",17,71,71
8191163,"202220",16,16,87
8191163,"202310",18,18,105
8191163,"202320",15,15,120
8191163,"202410",15,15,135
8191163,"202415",6,6,141
8191163,"202420",15,15,156
8191163,"202510",NA,NA,156
8191209,"202210",9,18,18
8191209,"202220",17,17,35
8191209,"202310",14,14,49
8191209,"202320",13,13,62
8191209,"202410",16,16,78
8191209,"202420",15,15,93
8191209,"202510",NA,NA,93
8191401,"202210",15,15,15
8191401,"202220",13,13,28
8191401,"202310",15,15,43
8191401,"202320",15,15,58
8191401,"202330",4,4,62
8191401,"202410",15,15,77
8191401,"202420",15,15,92
8191401,"202510",NA,NA,92
8191431,"202210",13,13,13
8191431,"202215",3,3,16
8191431,"202220",14,14,30
8191431,"202310",15,15,45
8191431,"202320",15,15,60
8191431,"202410",15,15,75
8191431,"202420",12,12,87
8191431,"202510",NA,NA,87
8191448,"202210",15,31,31
8191448,"202220",16,16,47
8191448,"202310",16,16,63
8191448,"202320",15,15,78
8191448,"202410",18.5,18.5,96.5
8191448,"202420",15,15,111.5
8191448,"202510",NA,NA,111.5
8191595,"202210",16,26,26
8191595,"202220",15,15,41
8191595,"202310",15,15,56
8191595,"202320",15,15,71
8191595,"202410",15,15,86
8191595,"202420",14,14,100
8191595,"202510",NA,NA,100
8191633,"202210",16,20,20
8191633,"202215",3,3,23
8191633,"202220",17,17,40
8191633,"202310",20,20,60
8191633,"202320",15,15,75
8191633,"202410",16,16,91
8191633,"202415",3,3,94
8191633,"202420",20,20,114
8191633,"202510",NA,NA,114
8191633,"202515",NA,NA,114
8191653,"202210",15,65,65
8191653,"202215",3,3,68
8191653,"202220",17,17,85
8191653,"202310",18,18,103
8191653,"202320",15,15,118
8191653,"202410",15,15,133
8191653,"202420",15,15,148
8191700,"202210",15,47,47
8191700,"202220",17,17,64
8191700,"202310",15,15,79
8191700,"202320",15,15,94
8191700,"202410",15,15,109
8191700,"202420",15,15,124
8191700,"202510",NA,NA,124
8191862,"202210",15,34,34
8191862,"202220",16,16,50
8191862,"202310",15,15,65
8191862,"202320",15,15,80
8191862,"202410",17,17,97
8191862,"202415",3,3,100
8191862,"202420",15,15,115
8191862,"202510",NA,NA,115
8191921,"202210",15,39,39
8191921,"202215",3,3,42
8191921,"202220",13,13,55
8191921,"202230",12,12,67
8191921,"202310",15,15,82
